Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Volumen
13.05.15;105,85;104,9;106,65;104;2.524.029
12.05.15;108,45;106,35;108,55;104,9;2.661.247
11.05.15;109,9;109,3;110;108,2;1.548.211
08.05.15;105,8;109,5;109,5;104,6;2.848.869
07.05.15;103,6;104,6;105,25;102;2.172.455
06.05.15;106,5;104,1;108,45;101,5;3.585.784
05.05.15;106,7;106,5;109,3;106;2.045.175
04.05.15;106,95;106,75;108,1;105,25;1.417.230
30.04.15;106,5;106,1;108,1;104,7;2.293.553
29.04.15;110,6;106,35;110,75;105,45;2.720.609
28.04.15;113,75;109,85;114,25;108,75;2.062.331
27.04.15;111,5;113;113,4;110;1.523.575
24.04.15;110,8;110,45;111,5;109,4;1.469.805
23.04.15;110,5;110,25;111,5;108,6;1.884.209
22.04.15;112,85;110;113,45;108,85;2.336.912
21.04.15;112,75;112;113,4;111,9;1.309.402
20.04.15;111,05;111,7;113,05;110,85;1.828.615
17.04.15;112,7;110,4;113,9;110,1;2.402.282
16.04.15;115,65;112,9;115,85;112,75;1.900.217
15.04.15;115,2;115,4;117;114,95;1.455.244
14.04.15;116,2;115,15;117,1;114,6;1.640.549
13.04.15;117,25;116,25;117,9;116,15;1.295.423
10.04.15;116,9;117,35;117,85;116;1.481.240
09.04.15;115,15;116,2;116,2;114;1.616.394
08.04.15;114;113,25;114,2;111,8;1.938.165
07.04.15;116,3;114,9;116,3;113,85;1.567.562
02.04.15;115,7;114,95;116,55;114,25;1.107.060
01.04.15;115,5;115,5;117,6;114,9;1.663.499
31.03.15;117;116,45;117,6;114,9;1.922.608
30.03.15;117,1;118;118,55;116,7;1.198.811
27.03.15;117,1;116,1;118,85;114,9;1.870.303
26.03.15;112,85;116,45;116,45;110,55;2.379.172
25.03.15;115,9;114,15;116,95;113,85;1.580.463
24.03.15;112,8;115,1;115,6;111,8;1.938.037
23.03.15;116,7;113,75;116,7;113,4;1.697.260
20.03.15;116,9;116,75;118,35;116,1;2.984.667
19.03.15;115,35;116,6;117,05;114,2;2.544.757
18.03.15;121,25;115,9;121,7;113,7;4.162.275
17.03.15;123,3;121;123,75;120,1;2.158.329
16.03.15;120,5;122,6;123,4;120,35;2.002.769
13.03.15;119,7;119,95;120,1;117,2;1.479.424
12.03.15;119,2;118,55;119,25;116,35;2.214.793
11.03.15;113,8;119,35;119,65;113,8;2.282.116
10.03.15;114,35;113,7;114,95;112,25;1.559.777
09.03.15;115;114,35;115,2;114;1.375.639
06.03.15;114,95;115,3;116,3;114,35;1.314.922
05.03.15;114,05;114,5;114,7;113,15;1.341.334
04.03.15;111,9;113;113,2;110,6;1.947.448
03.03.15;114,2;111;114,75;110,95;1.388.578
02.03.15;113,5;114,2;114,85;112,7;1.501.878
27.02.15;111,9;113;113;110,45;1.761.239
26.02.15;109,7;112;112,05;109,65;1.319.509
25.02.15;110,8;109,65;111;109,1;1.316.753
24.02.15;111,4;110,65;111,7;109,6;1.396.309
23.02.15;112,45;111,65;112,95;110,9;1.213.324
20.02.15;109,45;111,1;111,2;109;2.282.118
19.02.15;108,35;109,45;109,65;107,85;1.029.587
18.02.15;107,5;108,75;108,75;107,25;952.729
17.02.15;106,15;106,75;106,95;104,4;989.415
16.02.15;107,15;106,6;107,45;106,1;726.571
13.02.15;107,75;107,8;107,95;106,9;1.154.337
12.02.15;104,75;106,7;107,5;104,75;1.288.502
11.02.15;104,65;104,45;105;103,4;859.053
10.02.15;102,75;104,7;105,6;102,45;1.595.601
09.02.15;105,5;102,5;105,75;101,45;1.964.708
06.02.15;106,75;106,85;107,2;105,8;943.311
05.02.15;105,85;106,65;108,35;105,6;1.389.057
04.02.15;105,8;106,65;106,65;104,65;1.334.047
03.02.15;105,05;106,3;108,15;104,5;1.987.805
02.02.15;103,65;104,25;104,65;102,75;1.109.509
30.01.15;103,9;103,4;104;102,45;1.644.077
29.01.15;102,2;102,95;103,25;101,2;1.402.025
28.01.15;103;103,1;103,65;101,35;1.465.512
27.01.15;103,05;102;104,65;101,25;2.657.376
26.01.15;102,4;105,25;105,55;102,25;2.068.695
23.01.15;99,27;102,8;103,3;99,16;3.804.962
22.01.15;95,33;98,04;98,53;95,08;3.261.028
21.01.15;94,49;94,92;95,25;93,66;2.118.747
20.01.15;94,45;94,74;95,41;94,33;1.851.296
19.01.15;94,05;94,22;95,11;93,35;1.510.553
16.01.15;90,7;93,59;94;90,32;2.767.649
15.01.15;89,68;91,07;91,29;86,88;2.373.034
14.01.15;89;88,78;90,48;88,57;2.081.147
13.01.15;88,65;90,63;91,35;88,59;1.693.734
12.01.15;88;88,65;89,17;87,13;1.932.427
09.01.15;89;88,16;90,05;87,48;1.976.705
08.01.15;87,52;89,39;89,87;86,88;1.837.539
07.01.15;86,4;86,29;87,05;85,27;1.239.393
06.01.15;85,8;85,83;87,12;84,55;1.841.589
05.01.15;87,18;85,08;87,23;84,55;2.308.143
02.01.15;88,6;88,01;89,59;87,38;1.532.820
30.12.14;90,7;89,77;90,79;89,6;599.968
29.12.14;90,8;91,01;91,07;89,06;759.811
23.12.14;90,19;90,83;90,83;89,74;786.728
22.12.14;90,47;90,02;90,95;89,6;848.060
19.12.14;91;89,94;91,4;88,64;2.719.427
18.12.14;89;90,33;90,33;88,5;1.784.143
17.12.14;86,76;87,5;88,04;86,56;1.489.245
16.12.14;85,36;88,06;88,06;83,26;3.185.401
15.12.14;87,76;85,01;88,85;85,01;1.724.828
12.12.14;89,7;87,98;89,95;87,85;1.313.492
11.12.14;89,81;90,31;90,85;89,41;1.414.872
10.12.14;89,7;89,79;90,55;89,29;1.308.754
09.12.14;90,06;88,9;91,17;88,9;1.861.352
08.12.14;92,11;91,6;92,37;91,52;777.888
05.12.14;90,7;92,35;92,49;90,1;1.791.046
04.12.14;91,22;89,87;92,65;89,59;2.128.986
03.12.14;91,55;91,25;91,99;90,25;1.618.541
02.12.14;92,5;91,81;92,99;91,32;1.475.945
01.12.14;91,1;92,23;92,23;90,75;1.390.981
28.11.14;91,49;91,95;91,95;91,11;1.057.782
27.11.14;90,73;91,49;91,59;90,16;1.174.101
26.11.14;90,4;90,48;90,97;89,7;1.161.454
25.11.14;89,78;90,35;90,6;89,5;1.658.042
24.11.14;88,19;89,4;90,11;87,84;1.704.896
21.11.14;85,4;88,16;88,42;85,32;3.609.291
20.11.14;85;84,9;85,07;84,03;1.094.314
19.11.14;84,4;84,75;85,33;83,8;1.206.646
18.11.14;83,5;84,43;84,61;83,16;1.232.494
17.11.14;82,16;83,46;83,7;81,73;1.217.653
14.11.14;83;83,06;83,51;82,05;1.318.386
13.11.14;83,06;82,72;83,76;82,3;1.411.305
12.11.14;83,8;82,71;84,07;82,23;1.640.682
11.11.14;83,72;84,31;84,58;83,32;1.275.866
10.11.14;83,16;83,91;84,25;82,63;1.139.438
07.11.14;85,08;83,33;85,22;82,67;1.546.059
06.11.14;83,64;84,38;85,58;83,41;1.864.472
05.11.14;83;83,85;84,76;83;1.752.348
04.11.14;84,9;82,89;85,03;82,07;2.954.729
03.11.14;85,4;85,27;85,98;84,96;1.863.460
31.10.14;84,76;85,32;85,67;84,25;2.141.755
30.10.14;83,65;83,03;84,47;81,2;1.898.649
29.10.14;83,11;82,67;83,5;82,54;1.095.569
28.10.14;81,85;82,42;82,64;81,59;1.249.074
27.10.14;82,99;81,29;83,16;80,28;1.435.998
24.10.14;83,02;82,29;83,54;81,85;1.457.338
23.10.14;82,17;83,15;84,17;81,21;1.993.179
22.10.14;82,12;82,59;82,93;81,66;2.303.419
21.10.14;78,45;81,35;81,76;77,44;3.029.731
20.10.14;80,5;79,61;80,69;78,82;1.671.279
17.10.14;78,62;80,57;80,75;77,99;3.401.061
16.10.14;77,73;77,85;78,5;74,74;3.706.338
15.10.14;79,78;77,41;79,81;76,37;2.906.796
14.10.14;78,9;79,47;80,86;78,12;2.633.930
13.10.14;78,6;79,44;80,34;77,58;1.928.803
10.10.14;81,65;79,53;82,01;79,08;2.989.386
09.10.14;83;82,5;83,75;82,08;2.699.442
08.10.14;81,94;81,24;82,34;80,73;1.922.162
07.10.14;81,61;82,33;83,17;81,08;2.319.786
06.10.14;85,43;81,98;85,54;81,65;2.928.672
02.10.14;84,98;83,62;86,35;83,57;2.453.539
01.10.14;86;84,83;86,56;84,54;2.116.762
30.09.14;84,67;85,02;85,3;83,94;1.684.287
29.09.14;85,6;85,21;85,96;84,39;1.260.715
26.09.14;85,31;85,64;86,2;84,86;1.305.575
25.09.14;86,73;85,25;87,44;84,96;1.758.490
24.09.14;85,25;86,79;86,82;84,63;2.121.985
23.09.14;86,37;84,9;86,39;84,06;3.092.514
22.09.14;88,3;86,77;88,32;86,3;2.207.729
19.09.14;91,25;88,99;91,55;88,99;3.012.845
18.09.14;90,2;90,38;90,55;89,57;1.251.638
17.09.14;89,99;89,8;90,47;89,58;1.194.774
16.09.14;89,48;89,27;89,72;88,51;805.525
15.09.14;89,05;89,49;90,29;88,95;915.952
12.09.14;90,18;89,43;90,22;88,86;829.482
11.09.14;90,95;90;90,96;89,02;1.175.682
10.09.14;90,45;90,33;90,8;89,89;1.132.539
09.09.14;91,71;91,24;92,31;90,64;1.034.089
08.09.14;92,23;91,91;92,75;91,35;875.527
05.09.14;91,67;92,05;92,59;91,12;1.376.233
04.09.14;89,86;91,54;91,8;89,02;1.824.426
03.09.14;88,09;90,01;90,54;87,99;1.720.014
02.09.14;88,6;87,99;89,16;87,82;1.025.745
01.09.14;88,75;88,01;88,83;87,51;809.751
29.08.14;89,54;88,6;89,87;87,71;1.415.090
28.08.14;89,79;89,28;89,97;88,56;1.374.171
27.08.14;91,07;90,28;91,22;89,78;1.045.722
26.08.14;91,26;91,14;91,5;90,12;1.242.922
25.08.14;90,5;91,13;91,25;90,3;1.024.001
22.08.14;89,93;89,06;90,18;88,55;1.091.000
21.08.14;89,08;89,78;89,79;88,29;1.173.293
20.08.14;89,2;88,61;89,25;87,66;977.004
19.08.14;88,5;89,02;89,24;88,3;841.671
18.08.14;87,78;88,03;88,31;87,26;928.020
15.08.14;88,69;86,24;89,25;86,02;1.961.060
14.08.14;87,73;88,28;88,89;87,2;1.109.207
13.08.14;88,07;87,83;88,29;87,1;1.109.169
12.08.14;88,67;87,2;88,98;86,99;1.216.641
11.08.14;87,75;88,83;89,16;87,53;1.631.420
08.08.14;84,6;86,39;87,2;83,75;2.050.884
07.08.14;88,21;86,2;88,92;85,86;2.097.155
06.08.14;87,85;88,04;88,64;86,31;2.153.944
05.08.14;91,66;88,5;91,74;87,66;2.950.053
04.08.14;88,2;88,41;89,34;88,01;1.701.246
01.08.14;89,36;87,63;89,46;86,88;2.109.090
31.07.14;91,39;89,34;91,39;89,02;1.791.953
30.07.14;91,56;90,97;92,53;90,72;1.227.811
29.07.14;92,4;91,53;92,81;90,92;1.826.134
28.07.14;94,37;92,21;94,37;91,69;1.993.699
25.07.14;95,05;94,3;95,78;93,97;1.496.918
24.07.14;94,46;95,51;95,64;93,64;1.105.074
23.07.14;94,04;94,46;95,05;93,62;1.098.408
22.07.14;93,44;93,97;94,45;93,03;1.224.949
21.07.14;93,75;92,48;93,85;92,12;1.108.062
18.07.14;93,9;93,61;94,32;93,15;2.026.779
17.07.14;94,9;94,47;96,1;94,31;1.540.519
16.07.14;93,06;95,25;95,29;93,06;1.555.541
15.07.14;92,78;92,48;93,9;92,04;1.047.813
14.07.14;92,65;92,83;93,1;91,58;963.382
11.07.14;91,87;92,07;92,77;91,5;1.066.279
10.07.14;92,7;91,42;92,7;90,5;1.468.986
09.07.14;92,97;92,72;93,27;92,1;915.621
08.07.14;94,3;92,7;94,41;92,7;1.082.984
07.07.14;94,85;93,91;95,3;93,91;925.948
04.07.14;95,5;95,15;95,89;94,94;851.498
03.07.14;94,18;95,32;95,32;93,49;1.194.046
02.07.14;93,3;93,88;94,73;93,23;1.085.690
01.07.14;92,86;93,3;93,33;92,1;1.007.073
30.06.14;92,5;92,62;93,32;92,35;1.105.942
27.06.14;92,81;92,36;92,87;91,92;911.405
26.06.14;93,5;92,48;93,52;91,32;1.067.451
25.06.14;93,45;93,09;93,79;92,38;1.280.630
24.06.14;92,99;94,1;94,21;92,85;1.688.145
23.06.14;92,53;91,5;92,55;91,2;824.017
20.06.14;92,65;92,56;93,48;92,47;2.696.673
19.06.14;92,5;92,67;92,86;92,04;1.357.245
18.06.14;91,1;91,41;92,13;90,39;1.753.546
17.06.14;91,45;90,75;91,95;90,47;1.030.298
16.06.14;90,34;90,93;91,14;90,26;858.916
13.06.14;91,4;90,76;91,54;90,02;1.287.758
12.06.14;91,58;91,36;91,97;90,99;993.840
11.06.14;92,25;91,74;92,4;91,3;901.745
10.06.14;92,58;92,02;92,6;91,55;1.179.158
09.06.14;93,35;92,58;93,35;92,11;647.395
06.06.14;93;92,88;93,27;92,57;1.102.585
05.06.14;91,39;92,76;92,84;90,95;1.824.330
04.06.14;92,1;91,27;92,13;90,28;1.284.077
03.06.14;91,69;92,02;92,02;91,05;1.019.484
02.06.14;91,75;91,48;92,49;90,79;1.087.656
30.05.14;92;92,09;92,27;91,68;878.996
29.05.14;91,38;92,13;92,13;91,25;728.236
28.05.14;91,93;91,36;92;90,78;1.036.264
27.05.14;91,2;91,77;91,8;90,86;1.197.488
26.05.14;90,5;91,27;91,5;90,34;938.777
23.05.14;89,55;89,88;90;89,21;1.029.319
22.05.14;88,9;89,34;89,65;88,65;1.134.750
21.05.14;87,82;88,7;88,75;87,47;1.178.464
20.05.14;88,35;88;88,97;87,75;1.068.609
19.05.14;86,46;88,18;88,54;86,13;1.613.657
16.05.14;85,57;86,43;86,98;85,55;2.413.624
15.05.14;89,7;88,11;90,3;87,85;2.526.006
14.05.14;89,79;89,25;89,81;88,89;1.295.058
13.05.14;89,68;89,45;89,69;88,98;1.701.553
12.05.14;88,66;88,7;88,79;87,84;1.627.317
09.05.14;88,08;88,12;88,38;87,69;1.190.803
08.05.14;88,43;88,3;88,91;87,29;2.225.996
07.05.14;88;88,19;89,03;87,51;1.650.361
06.05.14;89,56;88,44;90,1;87,81;1.754.563
05.05.14;89,24;88,75;89,24;87,03;1.402.990
02.05.14;90,72;89,03;90,72;88,74;1.167.197
30.04.14;90,1;90,18;90,5;89,29;1.164.847
29.04.14;90,43;90,34;91,17;89,43;1.196.538
28.04.14;89,88;89,84;90,27;89,21;903.623
25.04.14;90,84;89,56;91,05;89,11;1.386.902
24.04.14;93,21;91,46;93,35;89,8;1.937.576
23.04.14;94,21;92,68;94,39;92,44;1.079.207
22.04.14;92,77;94,02;94,02;92,44;1.264.123
17.04.14;90,9;92,12;92,15;90,22;1.470.764
16.04.14;89,06;90,41;90,41;88,89;1.480.554
15.04.14;90,18;88,19;90,57;88,01;1.386.384
14.04.14;89,12;90,14;90,52;89,12;1.178.870
11.04.14;89,6;90,21;90,63;89,05;1.779.345
10.04.14;91,61;90,51;92,1;90,17;1.295.717
09.04.14;91;91,29;91,95;90,81;1.369.298
08.04.14;92,27;91,42;92,5;90,44;1.620.318
07.04.14;92,52;91,83;92,8;91,76;1.308.552
04.04.14;93,04;93,85;94,23;92,53;991.988
03.04.14;92,86;93,04;93,9;92,39;1.419.855
02.04.14;92,92;92,65;93,55;92,27;1.574.234
01.04.14;92,45;92,09;92,6;91,69;1.633.795
31.03.14;92,6;91,62;92,91;90,92;1.587.633
28.03.14;91,35;92,23;92,67;91,3;1.592.012
27.03.14;90,8;91,28;91,28;90,03;1.504.631
26.03.14;89,85;90,6;91,24;89,52;1.849.624
25.03.14;89;89,45;89,97;87,36;2.225.501
24.03.14;89,5;88,06;90,05;88,01;2.127.834
21.03.14;87,29;88,4;88,92;86,99;4.090.403
20.03.14;86,05;87,3;88,18;85,8;3.438.493
19.03.14;80,99;86,6;87,16;80,3;7.355.055
18.03.14;80,31;80,72;81,61;79,51;2.035.754
17.03.14;79,14;80,08;80,36;78,34;1.557.329
14.03.14;79,04;79,26;79,61;77,58;3.007.090
13.03.14;80,56;80,12;82,88;79,66;2.966.473
12.03.14;80,75;80,24;80,84;79,17;1.525.505
11.03.14;80,81;81,21;81,77;80,69;1.194.555
10.03.14;81,51;80,52;82,25;79,83;1.579.605
07.03.14;83,31;81,86;83,62;81,71;1.807.393
06.03.14;83,02;83,08;83,74;82,65;1.470.678
05.03.14;82,68;82,48;83,22;82,25;1.496.291
04.03.14;82,5;82,78;83,22;81,74;1.937.088
03.03.14;82,22;81,65;83,08;81,54;2.223.672
28.02.14;83,91;84,2;84,21;83,19;1.542.605
27.02.14;84,41;83,8;84,89;82,69;1.626.959
26.02.14;84,16;84,31;84,51;83,74;1.466.019
25.02.14;84,77;83,95;84,85;83,58;1.569.552
24.02.14;84,57;84,59;85,71;83,84;2.029.107
21.02.14;84,92;85,22;85,39;84,15;1.236.708
20.02.14;83,81;84,43;84,67;83,24;1.671.609
19.02.14;84,66;85;85,36;83,92;1.202.057
18.02.14;85;84,62;85,15;83,49;1.702.177
17.02.14;85,96;84,93;85,96;84,69;1.193.335
14.02.14;85,48;86;86,36;85,25;1.495.632
13.02.14;84,87;85,36;85,54;83,86;1.323.715
12.02.14;84,77;84,97;85,67;84,52;1.564.127
11.02.14;83,5;84,45;84,45;82,96;2.127.013
10.02.14;82,35;82;82,36;81,63;1.562.118
07.02.14;81,9;81,8;82,18;80,95;1.567.542
06.02.14;81,48;81,44;81,86;80,55;2.804.474
05.02.14;80,37;79,88;80,53;79,52;1.726.361
04.02.14;79,95;80,29;80,8;79,04;1.882.416
03.02.14;81,07;79,99;81,46;79,89;2.267.484
31.01.14;80,99;80,82;81,13;78,67;2.293.745
30.01.14;80,66;80,82;81,29;79,49;1.722.914
29.01.14;82,78;80,83;83,08;78,87;2.668.752
28.01.14;81,06;81,53;81,9;80,6;2.214.005
27.01.14;82,13;80,44;82,3;80,44;2.596.691
24.01.14;84,49;81,97;84,88;81,58;2.827.352
23.01.14;85,5;84,64;85,78;84,11;1.679.626
22.01.14;86,35;85,73;86,51;85,27;1.081.848
21.01.14;86,13;85,93;86,54;85,63;939.655
20.01.14;86,12;86,13;86,58;85,58;834.723
17.01.14;85,75;86,21;86,88;85,74;1.779.656
16.01.14;84,93;85,5;85,57;84,49;1.371.889
15.01.14;84,7;84,96;85,77;84,61;1.541.638
14.01.14;83,33;84,12;84,14;83,11;1.071.799
13.01.14;83,5;84,15;84,23;83,28;1.077.464
10.01.14;83,74;83,15;84,18;83,03;1.964.388
09.01.14;84,13;83,86;85,13;83,54;1.297.442
08.01.14;83,82;84,45;84,66;83,73;1.435.898
07.01.14;83,1;83,55;84,01;82,41;1.231.698
06.01.14;84;82,99;84,53;82,87;987.242
03.01.14;83,63;83,98;84,51;83,35;826.285
02.01.14;85,9;83,54;86,1;83,38;1.499.492
30.12.13;85,61;85,22;85,73;85,22;483.820
27.12.13;85,12;85,42;85,69;85,01;805.858
23.12.13;84,7;84,55;84,95;84,35;820.037
20.12.13;83,87;83,99;84,35;83,46;2.760.556
19.12.13;82,84;83,39;83,6;82,61;1.735.613
18.12.13;81,09;82,14;82,14;80,81;1.730.612
17.12.13;80,77;80,44;81;80,41;947.912
16.12.13;79,69;80,92;81,23;79,35;1.543.978
13.12.13;80,05;79,79;80,3;79,67;1.081.941
12.12.13;80,44;79,78;80,77;79,33;1.856.537
11.12.13;80,92;80,58;81,38;80,51;1.174.657
10.12.13;82,14;81,05;82,32;80,74;1.213.791
09.12.13;82,69;82,11;82,89;81,78;964.346
06.12.13;82,29;82,14;82,63;81,47;1.335.002
05.12.13;82,38;81,58;82,49;81,32;1.262.632
04.12.13;83,79;82,54;83,79;81,9;1.943.799
03.12.13;85,28;83,52;85,46;83,37;1.728.503
02.12.13;84,72;85,11;85,44;84,52;914.591
29.11.13;84,69;84,57;84,99;84,44;669.232
28.11.13;84,96;84,73;85,02;84,64;605.633
27.11.13;84,73;84,8;85;84,15;726.384
26.11.13;84,16;84,32;84,84;84,14;993.111
25.11.13;84,18;84,57;84,88;83,93;1.363.670
22.11.13;83,37;83,77;83,89;83,12;1.104.376
21.11.13;82,54;83,14;83,53;82,05;822.598
20.11.13;82,84;83,28;83,53;82,65;775.433
19.11.13;83,13;83,02;83,43;82,59;865.345
18.11.13;81,55;83,2;83,27;81,37;1.592.756
15.11.13;81,75;81,55;82;80,8;2.013.462
14.11.13;82;81,6;82,31;81,42;1.212.672
13.11.13;81,37;80,96;81,38;79,92;1.391.905
12.11.13;82,03;81,54;82,43;81,3;1.275.324
11.11.13;82;82,07;82,2;81,79;759.352
08.11.13;81,41;81,77;82,14;80,43;1.915.290
07.11.13;82,15;81,82;83,67;81,57;2.408.874
06.11.13;81,71;82,16;82,63;81;1.471.253
05.11.13;81,26;81,2;81,99;79,56;4.387.208
04.11.13;83,15;83,6;83,61;82,55;1.149.392
01.11.13;83,36;82,68;83,6;82,44;1.064.889
31.10.13;82,27;83,54;83,74;81,95;1.819.633
30.10.13;82,6;82,69;83,55;82,31;1.344.602
29.10.13;82,05;82,21;83,08;81,38;1.308.176
28.10.13;84,03;82,39;84,05;81,73;1.436.472
25.10.13;83,28;83,66;83,94;82,9;1.532.022
24.10.13;82,57;83,56;83,72;82,42;1.693.550
23.10.13;81,69;82;82,39;81,36;1.194.395
22.10.13;81,16;81,85;82,37;80,72;2.065.376
21.10.13;82,35;82,1;82,49;81,11;970.188
18.10.13;82,21;82,03;82,39;81,51;2.610.280
17.10.13;82,2;81,94;82,71;81;1.440.792
16.10.13;82,73;82,2;82,82;81,67;1.964.131
15.10.13;81,33;82,95;83,3;81,22;2.004.212
14.10.13;80,3;80,63;80,65;80,07;582.459
11.10.13;80,84;80,74;80,94;80,09;812.135
10.10.13;79,27;80,38;80,91;79,07;1.299.252
09.10.13;78,39;78,8;79,35;78,23;995.233
08.10.13;79,17;78,62;79,39;78,53;775.005
07.10.13;79,51;79,17;79,51;78,25;970.471
04.10.13;79,55;79,68;79,85;78,75;972.099
03.10.13;79,45;79,56;79,91;79,29;689.133
02.10.13;80,79;79,3;80,79;78,68;1.540.464
01.10.13;79,97;80,91;81,32;79,75;1.270.862
30.09.13;79,38;79,47;80,02;78,8;1.008.984
27.09.13;80,03;80,1;80,32;79,38;899.253
26.09.13;80,53;79,72;80,7;79,47;1.150.771
25.09.13;80,95;80,37;81,11;79,63;1.046.931
24.09.13;80,57;80,8;81,53;80,46;1.267.055
23.09.13;80,79;80,31;81,41;80,13;1.202.686
20.09.13;81,5;80,47;81,78;79,87;3.373.707
19.09.13;81,44;81,44;82,44;80,68;2.465.833
18.09.13;80,5;80,05;80,52;79,66;1.150.457
17.09.13;80,55;80,18;80,66;79,23;1.388.096
16.09.13;80,98;80,58;81,05;80,08;1.093.485
13.09.13;79,47;79,9;79,9;79,25;944.579
12.09.13;80;79,55;80,04;79,04;1.293.682
11.09.13;79,35;80;80,06;79,17;1.338.850
10.09.13;79;79,14;79,96;78,85;1.817.425
09.09.13;77,8;78,17;78,69;77,55;1.659.879
06.09.13;77,07;77,7;77,89;76,15;2.179.984
05.09.13;74,35;76,97;77,13;74,08;4.185.074
04.09.13;72,23;72,59;72,59;70,89;1.088.612
03.09.13;72,93;72,23;73,12;71,67;923.654
02.09.13;72,33;72,76;72,9;72,33;865.104
30.08.13;72,43;71,29;72,45;71,08;1.419.100
29.08.13;72,15;72,41;72,77;71,74;905.077
28.08.13;72,4;71,75;72,71;70,57;1.617.948
27.08.13;74,9;73;75,33;72,97;1.693.824
26.08.13;75,7;75,42;75,72;74,98;490.153
23.08.13;75,37;75,4;75,72;74,55;905.294
22.08.13;73,7;75,18;75,46;73,66;1.171.987
21.08.13;74;73,7;74,26;73,69;809.661
20.08.13;74,47;74,05;74,54;73,31;1.266.412
19.08.13;75,52;75,03;75,75;74,88;1.437.138
16.08.13;74,25;75,53;75,7;74,06;1.884.100
15.08.13;74,38;74,36;74,57;73,66;878.118
14.08.13;74,22;74,4;74,68;74;1.025.436
13.08.13;73,44;73,97;74,17;73,25;1.191.423
12.08.13;72,55;73,16;73,4;71,13;1.236.766
09.08.13;71,99;72,3;72,83;71,8;1.038.734
08.08.13;70,72;71,68;71,99;70,21;1.351.383
07.08.13;71,04;70,64;71,09;70,08;1.236.720
06.08.13;72,19;71,37;72,51;71,04;1.476.202
05.08.13;72,75;72,18;72,91;71,95;1.184.499
02.08.13;73,3;72,48;73,5;72,07;1.348.017
01.08.13;73,46;73,01;73,55;71,31;2.712.042
31.07.13;74,28;73,59;74,58;72,95;1.712.495
30.07.13;74,35;74,45;74,96;74,24;1.128.919
29.07.13;74,45;73,97;74,91;73,61;1.163.554
26.07.13;74,19;74,16;74,6;73,63;1.260.879
25.07.13;73,57;74,04;74,07;73,13;1.313.389
24.07.13;72,84;73,86;74,01;72,26;1.819.482
23.07.13;72,59;72,4;72,98;72,22;958.805
22.07.13;72,6;72,13;72,94;71,91;915.232
19.07.13;71,67;72,23;72,65;71,59;1.917.855
18.07.13;71,33;72,02;72,08;70,93;1.135.065
17.07.13;71,03;71,27;71,39;70,31;1.124.583
16.07.13;70,69;71,1;71,33;70,26;1.223.807
15.07.13;70,8;70,86;71,14;70,5;734.948
12.07.13;70,49;70,52;71,2;70,21;1.459.301
11.07.13;70;70,15;70,32;69,5;1.452.895
10.07.13;68,98;69;69,32;68,37;1.131.534
09.07.13;68,5;69,03;69,53;68,21;1.738.159
08.07.13;67,19;67,9;68,67;66,8;1.515.412
05.07.13;67,99;66,2;68,67;66,14;1.774.163
04.07.13;66,5;67,7;68;66,35;1.587.857
03.07.13;64,95;66,12;66,15;64,44;2.288.806
02.07.13;67,61;66,43;67,64;65,59;1.969.226
01.07.13;67,54;67,28;67,97;66,35;1.628.394
28.06.13;67,55;67,18;68,12;66,55;2.225.631
27.06.13;67,04;67,29;67,72;66,63;1.823.867
26.06.13;66,14;66,77;66,9;65,9;2.244.382
25.06.13;64,6;65,92;66,32;64,53;2.845.461
24.06.13;64,52;64,04;65,33;63,82;3.551.142
21.06.13;66,63;64,36;66,93;64,36;4.351.948
20.06.13;68,42;66,43;68,71;66,11;3.679.654
19.06.13;70,09;69,8;70,17;69,28;1.540.885
18.06.13;70,05;69,87;70,12;69,43;2.013.697
17.06.13;70,4;70,55;71,12;70,04;1.455.662
14.06.13;69,95;70,03;70,54;69,43;2.168.197
13.06.13;69,1;69,16;69,76;68,55;2.019.214
12.06.13;71,07;70,16;71,37;69,81;1.851.352
11.06.13;72;71,41;72,23;70,54;1.591.006
10.06.13;72,09;72,49;72,88;71,55;1.244.098
07.06.13;71,09;72,2;72,7;69,88;2.182.110
06.06.13;72,24;71,05;72,6;70,99;1.831.545
05.06.13;72,79;72,38;73,45;72,12;1.411.789
04.06.13;74,05;73,3;74,48;72,83;1.365.717
03.06.13;73,25;73,11;74,26;72,5;1.658.421
31.05.13;72,93;73,69;74,16;72,49;2.009.895
30.05.13;72,29;73,15;73,71;72,01;1.432.106
29.05.13;71,76;72,42;73,04;71,75;1.748.559
28.05.13;72,26;72,31;73,25;72,19;1.437.762
27.05.13;71,4;71,88;71,99;71,35;670.305
24.05.13;71,65;70,88;71,83;69,87;1.513.236
23.05.13;71,2;71,48;71,6;70,51;2.201.417
22.05.13;74;73,35;74;72,53;1.519.202
21.05.13;73,75;73,83;73,9;72,76;1.537.029
20.05.13;72,54;74,02;74,28;72,5;1.829.185
17.05.13;71,25;71,93;72,56;70,98;2.964.272
16.05.13;71,85;71,4;71,88;70,84;1.819.197
15.05.13;71,27;71,93;71,95;71,07;2.180.800
14.05.13;72,55;73,31;73,49;71,86;3.103.309
13.05.13;72,01;72,08;72,45;71,09;1.984.624
10.05.13;71,41;71,84;72,36;71,38;2.330.640
09.05.13;70,87;71,07;71,09;70,4;873.197
08.05.13;70,9;71,03;71,37;70,33;1.721.713
